,ACA FP Equity,AI FP Equity,CS FP Equity,DG FP Equity,AIR FP Equity,ALO FP Equity,BN FP Equity,BNP FP Equity,PUB FP Equity,RI FP Equity,RMS FP Equity,STM FP Equity,SU FP Equity,HO FP Equity,KER FP Equity,CA FP Equity,CAP FP Equity,DSY FP Equity,EL FP Equity,EN FP Equity,ENGI FP Equity,RNO FP Equity,SAF FP Equity,SAN FP Equity,TEP FP Equity,TTE FP Equity,URW NA Equity,VIE FP Equity,LR FP Equity,MC FP Equity,ML FP Equity,MT NA Equity,ERF FP Equity,GLE FP Equity,SGO FP Equity,VIV FP Equity,WLN FP Equity,OR FP Equity,ORA FP Equity
2015-01-26,10.696293360899206,75.52475631950027,19.092856971460517,45.392128407341175,42.05949390169045,25.128505347455494,54.648293302026154,48.586555373624066,59.36883064034648,92.19084505164466,297.9824329004364,6.3500444976516,61.79973927122008,45.36879064929018,151.73845413352015,24.421989009414524,60.841106993890726,10.43978098271424,94.47717751048124,29.39229989516397,19.230386095440117,61.148162972417914,51.78035583055082,75.42049834856459,59.79031551169983,43.45751274539941,210.68407814160454,14.188123667877496,44.82243644049797,130.55212578319617,19.099182754254024,21.773600268498882,20.71230233831724,35.38480195765859,35.49276812581008,6.054725138329077,15.732869584723632,141.45619303644335,13.807711862449976
2015-01-27,10.69482635284613,75.64060141476283,19.134769207925675,45.46005037335682,42.35632606158576,25.285137668757603,54.58286369836243,48.743771642463905,59.59115637870858,92.42635174483279,298.21789586383085,6.352092412615166,62.04241222253663,45.303514390382325,151.06721962477383,24.47386517004266,61.28267560920577,10.451336385286686,94.13020368537681,29.46725809081387,19.105962356178733,60.90445334763755,52.45783431344932,75.29358216076412,60.36991472263023,43.37844106144593,208.39354077543555,14.150755092352417,44.81587424138027,130.76546772767858,19.094106109896995,21.617975632687752,20.718334876816186,35.19634976749054,35.59156287263576,6.0663141996144025,16.040442673298184,141.854138999939,13.748172141300046
2015-01-28,10.764969101135117,75.93267717059835,19.203794592828135,45.33183774203953,41.87742535887502,25.529678740552352,54.5882907656455,48.90641721148301,59.53209035623404,92.84192343028813,299.0883577762939,6.400626064581955,62.37003492828381,45.0299887363059,151.33793485571383,24.506760824066944,61.35078624184126,10.442202648480897,94.68830993895128,29.412038478865323,19.129385995512347,60.9381326541081,52.19937346599475,76.06779688596127,60.32538034680857,43.55740013757902,207.44962546054796,14.231862947502973,45.1139287175356,130.59243680315538,19.112785812690657,21.59743310674322,20.925285777340267,35.273623886279246,35.7523892311931,6.073342419986858,16.067695823984195,142.12410059959032,13.753961723577566
2015-01-29,10.752912473932414,75.53896092217312,19.14536175583978,45.052721560627006,41.40213507415113,25.40264618067439,54.31371491853169,48.78180629194347,59.2596250589601,92.52600030197162,296.93233253312985,6.3900024960000525,62.13952916531652,44.7789315933834,151.71407742853617,24.417044817571682,61.02159527724987,10.340462409180102,93.60305834493651,29.265302530439385,19.013945792834942,60.66235487850282,51.76281818864591,75.71832047979258,59.86173744806309,43.5374270700822,204.39259657532517,14.13454074597816,44.76921851990702,129.90287242672514,19.025369630713346,21.561940129713637,20.92790926157118,35.07277594857077,35.40955928798314,6.0142404120343995,15.862279167613027,141.84605273466042,13.662764156164727
2015-01-30,10.687306203064411,75.40806297557752,18.982099923101806,44.90624283229434,41.59567165569487,25.128205324492626,54.72617132953384,48.340302800974314,59.09339944248192,93.13313714346636,298.25601198221835,6.3800369295695045,61.81655374641469,45.121639693585564,152.0034035337544,24.50407462571392,60.2966901792079,10.409884293957177,93.75858805409369,29.155757992994033,18.927480717793387,60.46218938567174,51.40979132699331,75.74926062252528,59.53877569477514,43.269388600103674,204.87896704938981,14.156814914447965,44.604887632595535,129.47787451127158,19.047217622462934,21.324556897336482,20.908554968248932,34.789203062213545,35.2141772039328,6.005830005485456,15.748788219829502,142.50071975584945,13.677886027988592
2015-02-02,10.562677560397535,75.69838282976438,18.851904834170966,44.910393259473715,41.30215180674886,25.18943184150126,55.07317179844219,48.09642871898916,58.988684431862936,93.4925751340822,298.53423459114157,6.36773252498216,61.88871304124088,45.05374643948362,151.94130154914964,24.5495709602132,60.24648590180777,10.485143097206572,93.4413110192597,29.115961433548655,18.887242152649545,60.24377440633692,50.94910584164085,76.04998512531265,59.57959027666541,42.60907714527236,205.03654490234078,14.183384382416824,44.636267299707114,129.7097641605355,18.94384472389172,20.98542523201947,20.846593538129646,34.60933473506829,35.14135822820738,6.030288065098913,15.911182939566263,142.64556851223523,13.692985874471821
2015-02-03,10.553678950345095,75.87155648946593,18.78381187455556,44.87667918144763,40.974199128790715,25.403437636331002,54.93642287837149,47.87515620337314,59.045982863137,93.75600238462525,297.90642486312396,6.332020328271611,62.078442698771994,44.91361185396845,152.84696139842188,24.44268330688162,60.54042017939448,10.387937095010464,93.56831572878707,29.036365317030292,18.888541266007604,60.41531212586694,50.70678929561972,75.83497597337744,59.79054298308168,42.61311792503912,204.79655017756107,14.22042114621188,44.86692578862148,130.56377214417657,18.916100825347762,20.620427954106905,20.799772505093035,34.62225287615757,35.02533503406734,6.021708586098642,15.841138591419504,143.35459501772445,13.71563946640586
2015-02-04,10.569622150006479,75.98056301738022,18.771528285708342,44.904447799438685,40.78855689502112,25.37559249081658,55.17427027449867,47.97779255161089,59.21573586205492,94.06303380953483,297.6053750664245,6.3757536979590475,61.9175802041849,44.58519460389989,153.18842537341678,24.569664294896427,60.539122496686076,10.383032602590008,93.65213879549816,28.973688260394848,18.894110126668224,60.41822613259704,50.38159658620847,75.816348293856,59.66830956364337,42.53553007318743,202.79631102160067,14.118072823345639,44.76345330156872,130.69280626042053,18.855058111226736,20.543033092819574,20.991453835911944,34.779673461818135,34.87489426726388,5.993096622975871,15.931039501077029,143.1003133439932,13.705358293257799
2015-02-05,10.606357747272392,76.21744313279488,18.791284940881788,45.13206674491889,41.31188313469168,25.675037137323123,55.45046834225678,48.25800828815541,59.54889743162559,94.34165901126532,299.50171812447496,6.386010247457984,62.289763041703814,44.422712172566094,154.30005071516078,24.59025546150653,60.61928669766415,10.455172976440908,94.7725300677278,29.161345032249542,18.87169266735369,60.61688973907749,50.9648766265087,75.82642325012225,60.478972263668815,42.713035722182155,203.21893838861018,14.129934637291353,44.96267864280155,132.3940619567692,18.973475357623688,20.446059246537644,21.056331570033983,34.85982960960666,35.17750757874144,6.016696934725401,16.098869060177336,144.1949837778762,13.769036400060218
2015-02-06,10.574068268200271,76.07694468460096,18.789406508559704,45.28957274089107,41.30231120794026,25.818758289870768,55.130953030441695,48.10266087729147,59.31538596461973,94.38568301046638,301.3293655266862,6.370160177792756,62.05041785010499,44.55814420730052,153.63059443985884,24.551314251903122,60.5877378041972,10.412759171048398,94.99803842450224,29.249693126653636,18.807090301690575,60.58759803019183,50.893043575746084,75.75000300421968,60.346185349562354,42.62082353721777,202.5131640295843,14.105310115471726,44.840276883772034,132.16969791437705,18.919452339171748,20.301010365329226,20.64217879710362,34.68114021644168,35.161836758600764,5.994136086202576,16.1929057074772,143.8897895490163,13.762053131674815
2015-02-09,10.498929375560992,76.13575364825287,18.864630503874732,45.39014324047352,41.42476149464226,25.969663535870726,55.41477980611246,47.91934258089049,59.64728866156659,94.67332895084553,300.2859164069138,6.372504011179994,61.99312771953884,44.86907026857251,152.94125925026927,24.66774626332671,61.04400647946853,10.378403876030898,94.91253225665186,29.16453463840241,18.979685450453818,60.71486743583664,51.438530977597324,75.7958539966281,60.126220561910834,42.930308131626234,203.74981650383728,14.170246566545512,44.91711649345875,131.8289247635621,18.84668327638774,20.214933052066566,20.647000905195853,34.536234186514186,35.23436260380416,5.991059909603808,16.376177508331732,142.74233260476035,13.752305687503378
2015-02-10,10.571256864784186,76.0573674452973,18.922086626103894,45.55666052487644,41.66564078398978,26.00787592503912,55.37263460718205,48.162449007197296,60.00546030670004,95.1493625147912,301.20438442084816,6.476785636066407,62.19270084796385,44.95223530420066,152.66990817344984,24.665822645935542,61.14508828878501,10.448553946695844,95.31883030838993,29.30856019864371,19.03985364000804,61.61065430159551,51.721638493428834,76.12407541908189,60.33508843668178,42.93110125553509,202.28658671335467,14.324277395283886,45.16961293485367,132.42913649863624,18.94005739364818,20.186058917340016,20.833224274772604,34.80083582245505,35.578267318602286,6.013776619814991,16.51380745508984,143.076899218824,13.740341551099322
2015-02-11,10.67327854563995,76.20266589745272,19.093840457848877,45.82123091709277,41.823750644159084,26.389287470363012,55.466415728910974,48.57507163596686,60.33612554271737,94.62789551049106,302.40755421908807,6.481515275894812,62.52599018430095,45.12095203201573,152.9659222970293,24.637624632971047,61.49657611692863,10.489464279201433,95.94405493661603,29.450911972946738,19.029023534774876,61.626722079499025,52.01470950948619,75.97401684598718,60.4769808148343,43.19543230453746,200.88240791626862,14.381671977672429,45.165715704913474,132.53983548997184,19.14245739721145,20.3831708869063,20.765006302319595,35.2379030745624,35.81212082570507,6.04643213365319,16.488231111876786,143.54357422826763,13.767601135255628
2015-02-12,10.651499130654367,75.78913986168246,19.00514977008384,45.82156579771687,41.85823611104956,26.24627503210245,55.479430055343,48.568670908637486,60.59205765539211,94.76736659300076,302.323699838129,6.452473793954405,62.27804980779345,45.03264857642629,153.19623728378167,24.482309703387276,61.54170004677633,10.455729359712686,95.794128062287,29.53166271935273,18.980493369615164,61.023809047146834,51.84365169287871,75.96560758439037,60.77791741418838,43.344002479882555,203.55923877879746,14.41939677479227,45.05692623219356,132.72003838538723,19.077666898543274,20.01139785932033,20.702395848785883,35.20377260112909,35.80389791437963,6.056328638663396,16.467307706317115,143.1932844702659,13.678141443058381
2015-02-13,10.681158525277263,75.60741290375317,19.0771046376881,45.796100052871004,41.56258376477434,26.34983929171824,55.45469970862543,48.60584128636649,60.58450294205321,94.65345495957557,301.33214684576,6.4216140117631495,62.35170038068988,44.97121488266529,152.41329681797316,24.23227712590172,61.78686893047914,10.500971600499138,95.48724105341434,29.43523471473554,18.95412927267005,60.70443753634463,51.67856595456564,75.69099822322231,60.64703720631528,43.28339058074667,200.75079942193852,14.467717811696488,45.07059822988941,132.15996315092946,18.901513722086055,20.131827056446188,20.53293402286372,35.162902627655434,35.899543356678265,6.060122323679126,16.43784553874548,143.15916277307772,13.655664927200426
2015-02-16,10.710059694216964,75.34603357966279,19.025644209506577,45.85517944211226,41.48371704283695,26.327372027929588,55.2903686918688,48.374134070698176,60.19967855191578,94.35089586506666,302.4892620260954,6.386114535189401,62.42725703540897,45.07240300874423,151.62877035189044,23.957263476966066,61.622601179187306,10.436301226497026,95.40196003937484,29.698781337170285,18.93122557262391,60.36149214789475,51.80100989626389,75.14966184205487,60.818394056082035,42.841179763932715,199.55331855268963,14.462025039384004,44.98828325463413,132.09326731152666,18.790539108014347,20.02997303875652,20.467503539356958,35.3461922187389,35.76237189443012,6.056215517958565,16.29897876642604,143.0517131254656,13.647244613959643
2015-02-17,10.787898569767151,75.45336856566189,19.21871728933203,46.344919315527605,41.90329234537406,26.378021730359638,55.55973395043159,48.830561023007,60.42147171640642,94.25368872599516,302.68042351665497,6.41600676646176,63.144796793618326,45.302099832897795,152.4268247488746,24.12563132967718,61.93333286864859,10.456738820483325,95.496383840438,30.020876320343188,18.926514771513407,60.17932482079466,52.236080909061236,75.32623451948552,60.893802710167684,42.982538934406406,200.65475224353392,14.50513377763359,45.3283830141674,132.15267552720493,18.869023618282775,20.22135068858171,20.566687740907494,35.71576975185516,36.07689867454326,6.103635470407979,16.432520025124475,143.63546072786266,13.710569123582964
2015-02-18,10.704729287653919,74.9510539194626,19.093794491256926,46.062455759635604,41.74182770723362,26.45351428240443,55.29023617965404,48.13446151993688,60.336529540561386,94.33754556036386,303.73977399932636,6.380960956140477,63.115132059375505,45.43201128093507,151.94016924693562,23.83249236996874,61.745370076434654,10.436124975747486,95.1522443980584,29.744887488436646,18.767703951500824,59.110871281828715,52.27910498429488,75.50068661403385,61.11546748222973,42.844129216474926,198.978234416929,14.382189840293025,45.20517654358204,131.78083601387536,18.888913851915557,20.16717765846187,20.5441239853415,35.19386143793339,35.7924741763941,6.1046242563257636,16.441772260268497,143.43701789938027,13.674461645688934
2015-02-19,10.761978149151297,75.07633213251898,19.24325840127673,46.396473397721394,41.8739746823009,26.598528848593666,54.917455949694514,48.3354918429111,60.64166178763007,94.40257755404349,303.9972267776768,6.434366016592232,63.398601098838284,45.59075475963592,153.32679660760886,23.749957193884065,61.920824723598265,10.475466636986463,95.16005100518613,29.97919687938622,18.840827508148863,59.75823463186111,52.34590254186902,75.33971798057955,61.36358236429771,42.77272228382066,200.74097036805713,14.437430949499406,45.238962858448694,132.5398616078272,18.939397600901184,20.206893096255634,20.359694047655577,35.359397645276395,36.169399662194735,6.101380252840329,16.577343442565848,143.242447355771,13.72387717663664
2015-02-20,10.701321798879022,74.95815539135425,18.99246110469076,46.202008034707085,41.87094037059618,26.7961301706957,54.78222905387006,47.756683186268525,59.777630895835365,94.17706425722822,304.49987056832157,6.461674978463177,63.260528134360634,45.52188650960272,152.67046760831505,23.71512933207565,62.01046611506294,10.51234354203204,94.78471231482354,29.933766794589328,18.66714759566179,59.13156724657847,52.4286235964274,75.20340569828551,61.43751432498903,42.40269051594106,198.11547582473113,14.316092519902613,45.22305764864047,132.33896848831313,18.817417993052846,20.1764852325285,20.51596486688924,34.89194427145859,36.13809956256745,6.03540213326221,16.662002349624526,143.15096120864953,13.659681014237716
2015-02-23,10.671787988401817,74.78995562681756,19.020425642658285,46.06907669307333,41.874455778783066,26.730636912036132,54.5647066158264,47.82464847089444,59.69527740578778,94.15801321012474,304.9249914140119,6.48908732812375,63.47093842241896,45.405850173999674,153.35406265919164,23.725600122121556,62.55520215915731,10.569072192132516,94.68801726056816,29.915965530588394,18.612918108176974,57.97071591083971,51.879025207008205,75.12185419527677,61.520496063960266,42.37538397151132,196.24006874779766,14.226258366689168,45.31925129324012,132.7844947273683,18.892395132517578,20.326747524237586,20.672659232309282,34.572588200415005,36.18527599827402,6.032515239569958,16.563993695006204,143.3343185387109,13.638574424460932
2015-02-24,10.629793994405862,74.98179222854766,18.906971809307592,46.20586016824957,41.91001893723305,26.526706885245183,54.40960138858944,47.81018064895762,60.08792916033117,94.12233104930283,304.46139237926167,6.519270380574199,63.228974729734816,45.32617478846829,153.6836494152141,23.68892987695881,62.668797076223946,10.585176758554708,94.8624951583246,29.923646015753672,18.435508265223355,58.05750191120798,51.8551074304791,75.03781534095673,61.749138643999025,42.45013457017145,195.76296058751913,14.094070573712198,45.301505063816876,132.47027897084612,18.928849299735727,20.70103492770686,20.79153003766939,34.47937466917574,36.04225389312784,6.064216048060114,16.670256597260583,143.25115988208452,13.593906506596445
2015-02-25,10.712525031114339,74.97769323526163,18.988092557034427,46.594236138729876,42.2261917494271,26.954639416619443,54.32622083542671,48.06313100809417,60.3680534220919,94.48951455007438,305.2089294817103,6.549991486386848,63.52843341653536,45.37842832558782,154.45394786341055,23.677452126514495,62.911944252456514,10.665492449535604,95.37927038356179,30.14335444845827,18.506394162878575,58.56651235320344,52.35891955753869,75.09803068301433,62.4550400491135,42.7028369404764,196.692936583654,14.164167848899845,45.81793507410704,132.7614380332988,19.089567521839037,20.906325037534316,20.88120269603607,34.6793966828567,36.157570207925744,6.08699513851657,16.675212159623978,144.10179719428265,13.650430050939859
2015-02-26,10.719174766741938,74.93246904583309,19.02483525949163,46.499045906834155,42.18034825679276,26.82178209542242,54.20735076666747,48.206242026625986,60.81198924999005,94.04202413554239,305.70399424518894,6.567772985618086,63.659135580429634,45.530056983066466,154.4613774559584,23.741110724131268,62.898720650087924,10.670109261380228,96.21180631325805,30.44757235397516,18.495263575719562,58.893246516872615,52.11124755488534,75.19880555874991,62.19582623384876,42.375754232089996,197.74004879487106,14.163955591499333,45.73099878926884,132.23373566654143,19.001890460154804,20.95476219995799,20.860857699519098,34.67924965752312,36.042846786084084,6.066658485327575,16.604315159104665,143.82695343204537,13.651121769721266
2015-02-27,10.785123848806046,75.4872858760047,19.08847487330061,46.630496901278164,42.60585903563895,26.79829763512715,54.44383562556928,48.43970922383011,60.511251889943274,94.34874169383981,305.8731897310869,6.6311066575530795,63.88545952463894,45.85445338327723,155.30119843026782,23.91002048904243,63.07492883471243,10.705600009242119,95.86734374941406,30.49639753849816,18.480030888077987,59.34072420922704,52.53585479153112,75.60995230911857,61.87945981073948,42.541225779169125,199.1285943536038,14.192471846864468,45.68610501200265,133.27625459489158,19.083044078612666,20.942624476979958,21.070068508578075,34.98187348792518,36.30922065752728,6.131248651844816,16.667861341301244,143.64609517163555,13.706159007544894
2015-03-02,10.696253358415621,75.46970443476563,19.109421403363505,46.737284849042055,42.49853994786136,26.673140058236946,54.629730481346776,48.16449280220947,60.33181622048773,94.28820698752682,305.0574052613161,6.668526494926282,63.59676298618006,46.14303672948965,155.27814460373764,24.029491010122566,63.175252320282176,10.756622123503433,95.70248278067801,30.495119520549785,18.562628440501072,59.77496949052177,52.70487118930296,75.67171979567975,61.70054810671995,42.78740707766592,198.8358608498884,14.258581614028305,45.68493688583484,133.6066745065356,19.005699117841246,21.12783140967253,21.1971015215505,34.92052488375438,36.18244086118389,6.141336470079234,16.754572236199646,143.6158179475749,13.76291402936433
