,URW NA Equity,VIE FP Equity,VIV FP Equity,ORA FP Equity,EN FP Equity,SOLB BB Equity,AC FP Equity,PUB FP Equity,RI FP Equity,RMS FP Equity,LG FP Equity,ENGI FP Equity,FR FP Equity,STM FP Equity,SU FP Equity,SW FP Equity,ACA FP Equity,AI FP Equity,AIR FP Equity,RNO FP Equity,SAF FP Equity,SAN FP Equity,SGO FP Equity,LI FP Equity,LR FP Equity,MC FP Equity,ML FP Equity,GLE FP Equity,GTO NA Equity,KER FP Equity,ALO FP Equity,ALU FP Equity,ATO FP Equity,BN FP Equity,TEC FP Equity,TTE FP Equity,UG FP Equity,UL NA Equity,MT NA Equity,OR FP Equity,BNP FP Equity,CA FP Equity,CAP FP Equity,CS FP Equity,DG FP Equity,DSY FP Equity,EDF FP Equity,EL FP Equity
2015-01-16,217.9744658634736,14.39964740078335,5.97709784350214,14.35958364479718,29.462307765297027,104.80693495465546,37.81962162350093,58.33719072539596,94.4326695923514,298.4162396800744,58.87233473023273,19.906284504713696,33.672881280925814,6.009702180550308,60.62640666895211,83.61551629376893,10.812466561565584,75.50111122539998,39.65625515333693,58.59674054177984,51.505806440444985,77.54319136110024,35.52396074616377,36.591216031326084,43.07555344080804,132.77904294785696,18.207607938199228,34.67572831372414,66.59142953856785,145.2732319066417,25.34243483055214,3.110310199823596,53.23579270047066,55.757360148999986,50.561237898363906,43.320106891600744,10.088051929426536,217.65902793278374,21.001311220453807,139.91740129472493,48.48506072835891,26.235524436827014,62.50502616942477,19.33252652664571,47.845769131602296,10.198346997327988,20.578157906691853,92.47090541181863
2015-01-19,218.626209750856,14.37988528570672,5.999131857324366,14.371332101640105,29.903359356509785,104.80572206576424,38.28246904007901,58.93243181797363,95.41673945128579,300.16640392498664,58.72161090613014,19.92982237124336,33.380945119552756,6.036396288201467,60.76846086552908,84.29312073597156,10.880377003494067,75.60169692652458,39.542887477458756,58.281603284713675,51.51086945108102,77.88125157374587,35.618867323271935,36.51862639733935,43.01654903211277,134.9075499503615,18.159354737593087,34.15299685305261,65.92767367338301,146.64332197072116,25.443105665832583,3.155082939732408,52.78525298518145,56.20701935633292,50.68599721841848,43.44162421154141,9.940124172499896,217.75622762646137,21.24322525888465,141.1197587566512,48.288170843132576,26.05920992689819,63.01958401935404,19.278639790637698,48.043323212475705,10.16505309769523,20.647647584044428,93.07209341509717
2015-01-20,221.43803445844136,14.540338219277071,5.951945931813765,14.484764377636644,30.31537644652319,104.41666451811616,38.44812065379879,58.736020416023194,94.6437937419137,302.2184579281109,58.535060970150816,20.11481521959858,33.56382008292457,6.174446291317242,60.53153175306854,84.77164522503897,10.998211131718044,75.64096304741948,39.36596990533754,59.03023959116472,51.54701219071787,77.2260190712278,35.89250337836285,37.02915159280067,42.94766159466081,135.0784118516221,18.188513950150398,34.51391377264845,66.79001473885307,146.82258585935432,25.576700365463907,3.1720131632558304,52.62057836444383,55.56098880637856,50.90060537027569,43.425362259475115,10.043140856336962,220.1520105604423,21.362088799392485,140.84213248078012,48.55083894826658,26.06219127241436,63.73264865295809,19.31699672704056,48.27184363021457,10.195335888093252,20.707848871577895,93.09560575899772
2015-01-21,218.92912108333286,14.39655768643892,5.957721223797485,14.31165270539475,30.454316929417285,103.90229778380744,38.30268797041708,58.68520490235474,94.4969723733666,298.4986460956404,58.23470121052754,19.841686386012846,32.71119399648159,6.162035465885658,60.168051250660305,84.55739029698373,10.939544050946552,75.44342401180822,39.299334442218026,57.058074320193555,51.378550696401895,76.16458482178837,35.53312014408726,36.5306641110952,42.7090662246437,132.9537727728587,17.97131455966246,34.03948472633386,66.46068847557211,144.95777281266706,25.884572569882295,3.1257551929675844,52.49544265464962,54.78762709578189,50.38728248922667,42.75568864390981,9.844167277687525,217.74226276105483,21.104439013864113,139.35312377568644,48.1160371922831,25.805606356578775,63.0089470870919,19.02521709532132,48.46532628492771,10.183012733812317,20.344051507754255,93.20625080976197
2015-01-22,219.80632818625526,14.306752771578395,6.013235895341901,14.41052518636208,30.752471799535243,103.7215958073713,38.2070104755366,58.23731523051013,94.65035584301535,299.7910126320135,58.41388786551252,19.705505763531328,32.4487419743772,6.2094975287541665,60.05354015642169,84.11608827236627,10.923833153868781,75.76853304158037,39.26020241793647,56.80381069445793,51.70912854046394,75.81920332871144,35.58846711710705,36.596728960413714,42.62172829671775,133.98484960404505,17.90455940553179,33.97524620045929,67.28783007492524,145.33557838897548,26.247230939570613,3.161149120915086,52.39441177264333,54.86808024165861,50.62257451925924,42.897736679087956,9.790952081581501,219.57218364053827,21.273641981096223,140.57053746696934,48.00009675875448,25.69835700405667,63.37572029991096,18.97386952228506,48.70478566894138,10.232475119958844,20.70288601300428,93.26681848333263
2015-01-23,221.7325889884728,14.333664657696911,6.041255448605785,14.554981253988911,31.452161682680668,104.50328531878142,38.393444668453526,58.52950893651621,95.5309812311823,303.6014401641135,57.944511431743585,20.02282041630202,33.08025754978796,6.335727162537293,60.73369088413241,84.93606751970343,11.046578086159093,76.29985947776156,39.52174498889765,57.41333469408664,52.62922644434377,76.86927234211508,36.004677985929966,37.03287894382446,43.155153958611216,136.54984765201755,18.224392998416633,34.317420803217395,67.34575677591523,149.22668264620822,26.058903340642352,3.1635866762686295,52.57124983863064,55.30877177752581,50.72016981488569,42.996729694179116,9.857188475763586,222.07731812627176,21.37699914265016,142.35039446297935,48.33181993738014,25.857696359189067,64.58961699592281,19.150081811399453,49.408720753123355,10.340309000801563,21.163855511693075,93.7564657059111
2015-01-26,222.07139199512105,14.424977706541766,6.117133654361581,14.587010216111759,31.34806992492577,104.99659534358939,38.95432239137924,59.63809570278835,95.82436895263528,301.5182024096836,57.81270005289912,19.928441738503462,33.12309185232976,6.399926003365051,60.660751048723874,84.8223540496832,10.99904251983887,76.51987251725785,39.34454492688935,57.432894402579585,53.364471808113755,76.65194631384612,36.21099337760419,36.98915737874716,43.23903426693544,136.88404269177514,18.172380021821105,34.144429645339336,67.78474142565658,149.31056220129975,25.884142562139957,3.1573265719721917,53.09578935908743,55.111659235068586,50.28274144606638,43.16299072977842,9.79109979362869,221.18271843217093,21.622383704362125,142.80779228586738,48.399431805544715,25.624063712041078,65.32371581563541,19.21330588154844,49.350723755763184,10.358899842044563,21.279918684736987,94.83760720782
2015-01-27,222.62952772752269,14.595327062127911,6.145189805752889,14.557340021629765,31.471178315340588,105.30223818164757,39.185659071164864,60.51557585762136,96.26257612428108,301.1078062842187,57.74359608413966,19.977130651572185,33.40690735028051,6.442250194808482,61.200727630837314,85.00911323073821,11.291531985796189,76.77150007510926,39.24632320839314,58.01354794747902,53.69800148886417,76.62945467604845,36.63968672977902,36.96061166880075,43.45566713762756,138.14657044189894,18.53435087329049,34.945343628285094,68.31786161240191,148.45916904261384,25.9207787144093,3.14271953100328,53.525375804025416,55.092886585095684,51.09269820270567,43.56481954703448,9.869165069574743,221.37918922191716,21.88598750152348,143.5917122790601,49.32070891068993,25.890461668303857,65.08346290200956,19.449606839853438,49.726910428191275,10.470660457294024,21.41867768289736,95.72064687492349
2015-01-28,221.7114342895027,14.644843738518784,6.137506637621937,14.658995868237591,31.81921752565574,104.39783131745477,39.27900185775453,59.72127227047501,96.00419525073826,304.58581089772946,57.957217658135434,20.18217106510612,33.68857446139889,6.579473567416385,61.505010713198125,85.96173388249409,11.349771153869659,76.86398984805743,39.67099065982838,58.70910205465204,54.183142398708696,76.50631923341967,36.75906113455506,36.886505869924456,43.73958423490101,140.29977168816794,18.681936954246623,35.21323951780876,68.61234660235253,148.5355345896219,26.235155360157396,3.1429267755266994,53.06407544947617,55.43727492733585,51.596528457278424,43.93396163382993,10.041550598891202,220.73649661416135,22.055058576553296,143.876247921132,49.96690786173616,26.266886607781437,64.66922510517018,19.524657697936842,49.96212395105751,10.480128234185905,21.673560176799743,96.40427408790761
2015-01-29,220.69598941456533,14.502059633092069,6.107050803584666,14.535196659849454,31.229757414513838,103.1683308089996,39.25103173250239,59.21671261193801,96.18112373613553,304.16910293411536,58.03506703013372,20.10878113569816,33.31274070119987,6.474265038884708,61.143700612844135,85.01271993787527,11.386827849739305,76.50038030271614,39.361817048959544,58.12088159225101,53.72679840559592,76.19210986747217,36.3350107161776,36.49543476816651,43.50151602176636,140.7712077826691,18.53335313302961,35.05222543173788,68.598866786907,148.56361958575692,25.939910620030105,3.1535801001209993,53.06148548024497,55.26802519495548,51.354652217877195,43.83581614060017,9.939777912287406,218.33738359749123,22.150899486517464,143.78743219022087,49.5045061202932,26.244793936768378,63.96651990064051,19.35753100496155,49.62515299127225,10.461685819253528,21.56116468123869,96.44131651625977
2015-01-30,221.59877517664296,14.610690463031556,6.178152539521592,14.58860995948937,31.41491012277456,103.36882399161468,38.627763808124136,58.64857021757575,96.46862435804348,304.52120032410545,58.310233499119185,20.559840973114056,33.41868482193473,6.5659389218419,62.25251343893751,84.91249675831662,11.318075930033874,77.23234304024888,39.90039885471596,58.33101406891082,54.394442667363194,76.43170731868366,36.62338086381168,36.66684003721638,43.732360227530215,141.34153844679622,18.736721883309347,35.12167341666752,68.30744863705961,149.66014084343817,26.035296364885347,3.1551954524772325,54.00246250957306,55.31158953360085,51.19085742539137,43.98568313988849,9.984265942374568,218.76155430248198,22.216588552651647,145.32290381036879,49.493365165473286,26.45945143419131,64.4416999866919,19.42210416720118,50.33102053470081,10.46823019260356,21.443165647744163,98.05808523676242
2015-02-02,220.4553809382629,14.590264711358847,6.144450106667357,14.622502231748252,31.906867621860382,103.97523586619461,38.79217856614605,58.72111793934155,95.73845725487747,303.23514881760394,58.4055081523353,20.23464564595177,33.349950696852694,6.596107843617159,62.75956229383897,84.83227545016686,11.228424018248003,77.60697428275158,39.74438604967192,58.3538416679092,54.12791537066915,75.98182397635371,36.756009424161896,36.74044826197194,43.590098948567345,142.9078644849703,18.80934528655564,34.75888659051086,69.30962681225189,149.71242871821386,26.214851832339164,3.1290173923052382,53.57443338407735,55.742023761132835,51.19505730198686,44.036069340711535,10.086279864930107,217.97155407905427,22.702113198997434,145.23887867534796,49.41195940441954,26.31267980619131,64.21884435611526,19.378675891830884,50.53810436765206,10.457251366342069,21.35696662348911,98.53333007921304
2015-02-03,222.36532246446853,14.56466427907704,6.2049122791432945,14.743788784858427,32.05838984621481,105.05639049795977,38.82900014253619,58.4522243595148,96.83435221478175,306.97911936831673,58.44603175927037,20.302929755468504,33.165356652420314,6.738959921671258,62.598980787593575,85.7556602206673,11.311091325431697,78.19348269709086,39.9029814760696,58.94307591386013,54.08131205068509,76.2014138985964,36.86017425485818,37.00661373210907,43.527540318390514,144.89615260719592,18.58005403242452,35.01861143939282,67.9695092428721,151.92678549388157,26.26971354770939,3.1361667310868246,53.76162820652456,55.70309803944031,51.18460454455108,43.87846334948012,9.981594454802437,219.52753947747163,22.854602013377185,145.73716072305135,49.612787615951895,26.432938400424547,65.34243864366579,19.441465783284123,50.988124525267004,10.574934954156623,21.376123967510235,99.92924395180407
2015-02-04,223.39982431830225,14.376740298721872,6.189410021397815,14.755289498919653,32.42325488050229,104.54627726059636,38.61297838963345,57.82842151488403,96.55794573901028,307.67829098387534,58.46480109486863,20.32840930870652,32.96893377593422,6.719919591418896,62.531661003518025,85.38683000430274,11.275148927877225,78.66028427455137,39.96484054909386,58.22433615516662,53.78263735225058,76.68102098546055,36.55653096894511,37.02834934062354,43.445469754540966,144.4104540961488,18.435674662138034,34.694235931636726,66.84528206557457,152.27346481078496,26.19653413152957,3.1251125150230354,53.822619017589254,55.672228718062264,51.37014090816593,43.76977248387247,9.909061210510266,220.0485612288639,22.850083799980535,146.15089376733638,49.012297836677526,26.28649842900575,65.5128008738974,19.201448220611162,51.00445207035248,10.610623110870081,21.29125662983829,99.60981675133074
2015-02-05,220.87931641598968,14.14214922057591,6.116844447479802,14.666881141587595,31.619904795188894,103.27666389109129,38.135597330493624,57.00524451350781,96.38053205816078,308.70894769193944,58.31195785621179,20.127276919865363,32.57966076878928,6.533157901069313,61.77100211678053,85.6444389110481,11.170406793548361,77.87381442331153,39.88437005055532,57.88818728516819,53.3793979347897,75.17603363930311,36.01038749945527,37.05963207363551,42.745477794684376,142.80067057103508,18.33007227833216,33.944318712286154,66.65058935159513,151.27420524390485,26.103648924117053,3.08930372037059,52.79393262674858,55.03580396420171,49.95726715122345,43.00080916780978,9.749284636620043,217.96536366963664,22.324918103641608,145.43852528323123,47.95373334994585,26.336759158265863,64.64796517353662,19.14322741727658,50.25646749011519,10.47444347752811,20.943257539183406,98.94255753781182
2015-02-06,221.64595860516835,14.229119530942874,6.144547023780391,14.885057931325285,31.74886107257637,104.29806995915986,38.564013475581554,58.14772131028008,97.2753246852195,309.6648315205779,58.55436851955787,20.118173832864308,32.76476565515437,6.483111393888957,62.00831012655875,85.36840551382822,11.287656803691236,77.78586290097866,40.18246816107429,59.05050036528564,53.79925140220368,75.2866087069265,36.12281933413571,36.94739989458314,42.89983167924503,143.61509159412176,18.317389430585582,34.28900016365646,67.4630358009084,151.0321542854858,26.05215906399112,3.096931714027095,52.87721249216439,56.02665172629194,49.427439806492146,43.208450147048694,9.87879786182826,218.30382232579316,22.31417359076473,147.08874371326553,48.40131350294548,26.328984010161978,64.63154677173006,19.167545630536825,50.55204009048641,10.53305888120796,20.85620918159752,100.23424079850086
2015-02-09,223.14930458866576,14.17872067947337,6.161231488110853,14.914181417371097,32.20748199327561,104.43513191270738,39.24150858862392,58.63435165484561,97.54989758783522,310.85173172555216,58.91810141543895,19.940986594207615,33.12939410134325,6.552710330772101,62.42726847928431,86.41896450091605,11.230365000317374,77.70686017917087,40.90724570748392,59.669170595636565,54.0836374414856,75.17207330988045,36.44488617861945,37.43721180700029,42.89867137972803,144.56072431609635,18.621731595129244,34.386976472824784,66.43455435992388,150.92515084265008,26.109849990966584,3.1127015237611113,53.14944637280066,56.04178363044745,49.79939720752705,43.15407072790249,9.939927185086564,220.31168196079366,22.572215129811273,146.53999189425897,48.48936910356164,26.37342643611942,65.32893131813917,19.17407449122146,50.93442289681976,10.715858456595578,21.064261621718142,100.75458972710501
2015-02-10,217.87593316182776,13.86934512929598,6.081752811844354,14.66025690963925,31.718249888208646,102.53493400070452,38.67972049160373,58.34772860634151,96.12749807327266,304.9166830599221,59.4320802014604,19.3375771885994,32.651336681565546,6.3993708530591205,60.769892419381186,84.05527401367127,10.877793224760786,76.24396931057787,39.852282697301476,58.96531088285399,53.15822721317726,73.8255954050859,35.67223721179392,36.55522536807953,42.03028798614589,140.98062647995238,18.392316971772217,33.530906942543524,66.79504238070949,148.60635666554282,25.687921445066433,3.099134851266422,52.81673685180035,55.359432429657865,49.35291348334288,42.15490779557507,9.664070809235021,217.53285704255356,22.24716391478859,142.7824226162749,47.2560499573259,26.186324674961142,64.13444040198068,18.74456817000315,49.920401345010575,10.655706747487395,20.73990580473545,98.33492904644234
2015-02-11,219.72686290726807,14.040190287816861,6.064945142888292,14.727714992561006,31.73019410202781,103.43966549853782,39.282448414533214,59.143247201448716,97.34010132106032,307.531125273058,59.22530872409365,19.39992109798588,33.178216916633964,6.43803486953646,60.93641136232458,83.86497438786,10.961002407253098,76.40012767059834,39.81104934271772,59.800110922849655,53.684243629904955,74.36643562598744,36.006706094681135,36.81019884068123,42.27099287212363,141.95275316971765,18.38709194765293,34.05294804056928,66.65229363142471,149.0130566838766,25.86134621239848,3.111785026693298,52.53125127512167,55.61852794944339,49.389804577365766,42.06701548552507,9.910406100512429,218.57248259144757,22.37213358010987,144.31999462034034,48.00081445433905,26.385390680156707,65.15296313545014,18.821960826063076,50.09532273043373,10.895790845869751,20.64156581352049,98.1024361600557
2015-02-12,218.86389344429784,14.072607889459029,6.050748825621115,14.610558126034869,31.57707415996836,103.24822489157904,39.50181299902291,58.350548245098594,97.21471490065191,308.0757239052936,59.13461160866425,19.540493863126446,33.325146804884696,6.37666504144419,61.20875904528219,83.82474524468404,10.94439712148109,75.94008843725496,39.74142910407219,60.37395189652526,53.92347925350322,73.82938744611918,35.69756936213628,36.93923017607897,42.35262676788667,141.65483556362116,18.413036706108247,33.92064345196432,67.71716846245725,149.00754077462312,25.883783025609986,3.09761774076148,52.3956922503231,55.14390565336499,49.5007500115606,41.808870817980996,9.977225581811222,218.5459798707311,23.01368288305805,143.57628987639916,47.88664021924237,26.431456696059488,65.69317585378771,18.86151364649811,50.07159799702526,10.86230054138299,20.92301200656534,98.38211403954182
2015-02-13,218.49059672371814,14.05970243979429,6.108804114708973,14.605572677457854,31.590829931719142,103.46178196794666,39.32916262640047,58.24135138784785,96.77729063802626,308.83499136033697,58.98355901237434,19.422477652867336,33.08518611946344,6.365290277492177,61.08867960076201,84.2109241589988,10.969763969699828,75.98493864353256,39.49971157782061,60.63514864291351,53.05872707062638,73.51663266595281,35.50188460674322,36.85572348506595,42.06938185589524,143.8137438773883,18.362995061937877,33.96821762285641,67.58299368368068,151.17335290893183,25.541020987361275,3.0645231344904817,52.683017789477866,55.14494079031805,49.56199732777613,41.72040826753447,9.99574960400504,218.93759780196953,22.78972765265397,143.0748869432727,47.971184876574036,26.480117779176556,65.6288786835024,18.716412458542415,49.753516176744895,10.778653739251908,20.36534781168594,97.75210616282546
2015-02-16,218.60490211451972,14.168921824759279,6.122731082223064,14.647772278777463,31.817494368111678,104.31321286525895,39.49002019600933,57.69851963207467,96.36232688253675,308.6039362740238,58.872975558876746,19.401851135051054,33.30497190220362,6.362632090830246,60.463622203495795,84.32230934483196,11.072879158402218,75.85078313349261,39.248485766135495,61.83828357308363,52.50289014657409,73.31707249214627,35.44922707617113,37.05475988399373,41.68437986428416,143.23647812508048,18.425215568219954,33.99425213961766,66.7418178245621,148.94028616547396,25.751037292500236,3.0637138294261455,53.2267910321424,55.163561407512155,49.65914398047717,41.55732130878126,10.076754791473961,218.31362992799987,22.984085203128267,141.91520411841816,47.92787666966823,26.57940045929209,65.53178887098,18.738296848220344,49.850289561510024,10.819747686691397,20.528158347378675,96.91242846391752
2015-02-17,219.1430978489726,13.99416906473512,6.145296520138795,14.630577848783467,31.940062272722596,103.31074486481144,39.61770832015073,57.801715710108816,96.55168550914746,305.37041505506573,58.62017463489824,19.203565840092857,32.7780458510534,6.474434276881654,60.08752932219439,84.00764111417816,11.01849220452749,75.34423693224585,39.47960174923297,60.457117156015926,52.474398648746885,73.83730646275842,35.280589310717886,36.95405341485562,41.89266815406744,141.91482015306173,18.201321344402125,33.51673729204878,66.11279210259784,147.26259955140085,25.555824439871426,3.047667529880237,52.703932736999384,54.80592971120032,49.96002228636887,41.72444013516758,9.855842312548402,217.53852120111756,22.705591085789724,141.72402345224245,47.44386576212959,26.316404863349,65.47114831854121,18.56263286795459,49.50912531603891,10.809823562008845,20.441609401958768,96.54908509205738
2015-02-18,218.07178752126447,13.813291410045647,6.018242831476754,14.472128421639308,31.774052706109668,101.69350816596209,39.63590083753273,57.3362807227197,96.17151574394171,303.7395195454264,58.57348785829771,19.040749879825004,32.1095389590235,6.263947782985478,59.650484737902026,83.2815539131,10.924874942121123,74.79778140657896,39.2422457085387,58.52751748851168,52.04103393662004,73.47685924878444,34.61416522520345,36.6985623981543,41.44088698127819,140.42888370217347,17.987960899896738,33.32658771799433,65.53608501424587,146.92403402202274,25.52774479046567,3.026336737233792,51.9540150686842,54.53155756394109,49.85469257746986,41.20051003510818,9.574341046379903,216.9553868579195,22.208602953890328,140.9983561586947,47.17226542856993,26.025255383301218,65.04837175589203,18.466397218960775,49.44083693687416,10.67796986010767,20.28310874608938,96.07946684918558
